num_repeat,rf,rfsut,rs,mr,sendTime,end_to_end_latency,first_step,second_step,third_step,totalTime,total_time
0,1,100000,1024,-1,1670478479069350,12239472,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069350,12239472,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069351,12239471,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069352,12239470,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069352,12239470,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069353,12239577,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069355,12239575,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069356,12239574,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069357,12239573,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069358,12239572,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069359,12239571,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069363,12239567,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069363,12239567,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069364,12239566,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069364,12239566,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069365,12239565,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069365,12239565,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069366,12239564,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069367,12239563,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069367,12239563,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069368,12239676,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069371,12239673,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069372,12239672,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069375,12239669,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069376,12239668,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069378,12239666,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069379,12239665,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069382,12239662,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069383,12239661,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069384,12239660,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069384,12239660,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069385,12239659,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069386,12239658,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069386,12239658,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069387,12239657,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069387,12239758,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069391,12239754,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069862,12239283,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069862,12239283,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069863,12239282,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069863,12239282,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069864,12239281,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069865,12239280,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069865,12239280,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069866,12239279,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069866,12239279,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069867,12239278,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069867,12239278,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069868,12239277,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069869,12239276,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069869,12239373,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069872,12239370,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069873,12239369,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069873,12239369,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069874,12239368,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069875,12239367,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069876,12239366,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069877,12239365,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069878,12239364,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069879,12239363,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069883,12239359,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069883,12239359,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069884,12239358,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069885,12239357,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069885,12239357,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069886,12239489,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069888,12239487,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069888,12239487,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069889,12239486,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069890,12239485,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069890,12239485,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069891,12239484,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069891,12239484,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069892,12239483,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069893,12239482,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069894,12239481,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069895,12239480,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069899,12239476,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069899,12239476,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069900,12239475,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069900,12239569,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069903,12239566,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069904,12239565,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069904,12239565,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069905,12239564,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069905,12239564,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069906,12239563,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069906,12239563,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069907,12239562,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069908,12239561,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069908,12239561,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069909,12239560,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069909,12239560,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069911,12239558,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069912,12239557,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069915,12239649,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069917,12239647,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069918,12239646,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069918,12239646,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069919,12239645,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069920,12239644,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069920,12239644,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069921,12239643,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069921,12239643,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069922,12239642,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069923,12239641,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069923,12239641,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069924,12239640,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069926,12239638,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069926,12239638,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069930,12239721,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069933,12239718,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069933,12239718,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069934,12239717,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069934,12239717,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069935,12239716,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069935,12239716,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069936,12239715,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069937,12239714,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069937,12239714,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069938,12239713,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069939,12239712,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069940,12239711,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069941,12239710,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069944,12239707,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069945,12239797,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069947,12239795,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069948,12239794,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069949,12239793,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069949,12239793,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069950,12239792,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069950,12239792,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069951,12239791,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069952,12239790,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069952,12239790,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069953,12239789,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069955,12239787,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069956,12239786,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069959,12239783,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069960,12239782,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069960,12239873,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069963,12239870,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069963,12239870,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069964,12239869,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069964,12239869,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069965,12239868,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069966,12239867,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069966,12239867,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069967,12239866,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069967,12239866,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069968,12239865,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069970,12239863,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069971,12239862,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069974,12239859,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069975,12239858,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069975,12239948,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069978,12239945,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069978,12239945,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069979,12239944,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069980,12239943,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069980,12239943,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069981,12239942,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069981,12239942,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069982,12239941,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069983,12239940,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069983,12239940,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069984,12239939,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069986,12239937,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069986,12239937,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069990,12239933,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069990,12240036,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069993,12240033,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069993,12240033,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069994,12240032,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069995,12240031,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069995,12240031,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069996,12240030,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069996,12240030,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069997,12240029,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069997,12240029,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069998,12240028,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479069999,12240027,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070000,12240026,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070001,12240025,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070002,12240024,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070005,12240110,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070008,12240107,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070008,12240107,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070009,12240106,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070009,12240106,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070010,12240105,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070010,12240105,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070011,12240104,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070012,12240103,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070012,12240103,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070013,12240102,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070014,12240101,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070015,12240100,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070016,12240099,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070020,12240095,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070020,12240185,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070023,12240182,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070024,12240181,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070024,12240181,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070025,12240180,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070026,12240179,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070026,12240179,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070027,12240178,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070027,12240178,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070028,12240177,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070028,12240177,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070029,12240176,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070030,12240175,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070030,12240175,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070031,12240174,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070033,12240284,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070038,12240279,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070038,12240279,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070039,12240278,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070039,12240278,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070040,12240277,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070041,12240276,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070041,12240276,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070042,12240275,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070043,12240274,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070043,12240274,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070044,12240273,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070044,12240273,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070045,12240272,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070046,12240271,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070046,12240347,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070050,12240343,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070053,12240340,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070054,12240339,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070054,12240339,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070055,12240338,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070055,12240338,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070056,12240337,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070057,12240336,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070057,12240336,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070058,12240335,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070058,12240335,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070059,12240334,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070060,12240333,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070060,12240333,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070061,12240418,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070064,12240415,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070068,12240411,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070068,12240411,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070069,12240410,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070069,12240410,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070070,12240409,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070071,12240408,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070071,12240408,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070072,12240407,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070072,12240407,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070073,12240406,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070074,12240405,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070074,12240405,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070075,12240404,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070075,12240484,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070078,12240481,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070078,12240481,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070079,12240480,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070080,12240479,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070081,12240478,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070084,12240475,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070085,12240474,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070085,12240474,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070086,12240473,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070086,12240473,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070087,12240472,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070088,12240471,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070088,12240471,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070089,12240470,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070089,12240551,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070092,12240548,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070092,12240548,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070093,12240547,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070095,12240545,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070096,12240544,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070100,12240540,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070100,12240540,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070101,12240539,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070101,12240539,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070102,12240538,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070102,12240538,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070103,12240537,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070104,12240536,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070104,12240536,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070105,12240622,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070107,12240620,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070108,12240619,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070109,12240618,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070111,12240616,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070111,12240616,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070115,12240612,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070116,12240611,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070117,12240610,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070117,12240610,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070118,12240609,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070118,12240609,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070119,12240608,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070120,12240607,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070120,12240607,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070121,12240691,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070123,12240689,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070124,12240688,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070124,12240688,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070126,12240686,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070126,12240686,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070130,12240682,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070131,12240681,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070131,12240681,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070132,12240680,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070132,12240680,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070133,12240679,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070134,12240678,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070134,12240678,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070135,12240677,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070135,12240757,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070138,12240754,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070138,12240754,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070139,12240753,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070140,12240752,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070141,12240751,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070146,12240746,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070146,12240746,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070147,12240745,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070147,12240745,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070148,12240744,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070148,12240744,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070149,12240743,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070150,12240742,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070150,12240742,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070151,12240825,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070153,12240823,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070154,12240822,0,0,0,,12243516.0
0,1,100000,1024,-1,1670478479070154,12240822,0,0,0,,12243516.0
