num_repeat,rf,rfsut,rs,mr,ete_latency50,ete_latency_avg,ete_min,ete_1P,ete_5P,ete_10P,ete_90P,ete_95P,ete_99P,ete_max,ete_std,avg_first_step,avg_second_step,avg_third_step,med_first_step,med_second_step,med_third_step,throughput(MiB/s),throughput(ops)
1,1,100000,262144,2000,1036095,1034895,976921,977144.4,983049.6,987919.4,1075895.0,1090166.4,1090392.84,1090477,33125,0,0,0,0,0,0,73.24,292
1,1,100000,262144,3000,2257276,2256951,2226707,2226899.96,2229318.4,2231984.2,2281636.0,2284098.6,2286382.72,2288674,17763,0,0,0,0,0,0,35.6,142
1,1,100000,262144,5000,4008172,4008041,3995745,3996074.64,3997185.6,3999062.6,4017306.6,4018120.0,4018839.24,4019160,6414,0,0,0,0,0,0,20.49,81
1,1,100000,1024,15000,22590,22229,1447,1457.3,4387.5,4496.5,37729.0,40740.5,43799.7,43819,11886,0,0,0,0,0,0,13.66,13987
1,1,100000,1024,20000,651,30198,433,444.3,498.25,521.5,70324.5,72327.5,72441.7,72492,32915,0,0,0,0,0,0,6.88,7045
1,1,100000,16384,20000,83507,74819,500,664.5500000000001,1031.75,1589.0,92651.5,92839.0,94712.75,94768,27046,0,0,0,0,0,0,97.76,6256
1,1,100000,1024,30000,655,667,459,469.65,491.0,528.0,829.0,888.5,955.7500000000001,985,111,0,0,0,0,0,0,29.94,30658
1,1,100000,16384,30000,1587669,1587618,1585838,1585923.55,1586112.25,1586287.5,1588851.5,1588993.25,1589241.35,1589353,941,0,0,0,0,0,0,6.46,413
1,1,100000,16384,50000,3073387,3073611,3068921,3069046.8,3069585.0,3070249.0,3077018.5,3077771.5,3078371.2,3078525,2472,0,0,0,0,0,0,3.37,215
1,1,100000,16384,60000,4730122,4730264,4728728,4728758.65,4728932.75,4729138.5,4731544.5,4731713.25,4731840.7,4732555,857,0,0,0,0,0,0,2.19,140
1,3,100000,1024,-1,16434626,16434548,16432679,16432683.32,16432870.2,16433179.2,16435824.8,16435908.0,16435998.68,16436004,978,0,0,0,0,0,0,0.02,20
1,3,100000,16384,-1,12322708,12322825,12313242,12313432.6,12314169.5,12315080.5,12330759.5,12331828.5,12332690.75,12332909,5676,0,0,0,0,0,0,0.84,53
1,3,100000,262144,-1,12380666,12380670,12376956,12377281.4,12377642.2,12378070.0,12383251.8,12383538.2,12384011.52,12384621,1851,0,0,0,0,0,0,6.7,26
1,3,100000,1024,5000,528,523,390,398.65,436.0,453.5,583.5,593.75,617.0,803,51,0,0,0,0,0,0,4.89,5002
1,3,100000,1024,15000,592,589,431,443.3,487.0,501.5,669.5,689.0,711.35,723,59,0,0,0,0,0,0,13.9,14234
1,3,100000,1024,25000,481567,481534,471323,471336.0,471393.25,471481.0,490708.5,491692.75,491867.35,491889,6552,0,0,0,0,0,0,1.31,1344
1,3,100000,16384,30000,12620503,12619784,12610299,12610462.4,12611226.75,12612288.0,12625948.0,12626491.5,12627226.6,12627432,5066,0,0,0,0,0,0,0.82,52
2,1,100000,1024,-1,12909352,12909379,12907779,12907784.65,12907945.0,12908117.0,12910723.0,12910873.75,12911053.4,12911063,906,0,0,0,0,0,0,0.05,51
2,1,100000,16384,-1,4212291,4212361,4203640,4203794.95,4204491.25,4205339.0,4219523.0,4220424.0,4221113.8,4221290,5148,0,0,0,0,0,0,2.46,157
2,1,100000,262144,-1,3172600,3172718,3168230,3168482.52,3169099.8,3169609.8,3175859.0,3177126.6,3178721.56,3179054,2423,0,0,0,0,0,0,25.85,103
2,1,100000,1024,1000,657,2854,434,499.95,551.0,573.0,11832.0,18262.75,23276.050000000017,26861,5570,0,0,0,0,0,0,0.98,999
2,1,100000,262144,1000,1092,2631,823,867.72,919.0,951.0,2692.600000000004,15614.599999999959,26659.04,28827,5130,0,0,0,0,0,0,251.18,1004
2,1,100000,262144,2000,1334766,1333457,1276640,1278444.8,1282120.2,1287830.2,1376686.0,1382657.6,1386299.84,1388328,31892,0,0,0,0,0,0,57.73,230
2,1,100000,262144,3000,2203557,2202161,2173110,2173942.92,2177305.6,2179868.2,2228640.2,2231312.0,2233703.08,2235849,16335,0,0,0,0,0,0,36.42,145
2,1,100000,262144,5000,5258782,5264522,5248274,5248599.92,5250004.4,5251315.6,5279293.6,5280333.0,5283614.64,5283995,11452,0,0,0,0,0,0,15.61,62
2,1,100000,1024,15000,30469,22822,475,485.3,519.25,547.5,45649.0,48559.5,48644.5,48695,19027,0,0,0,0,0,0,9.24,9458
2,1,100000,1024,20000,13287,13938,493,503.3,1057.0,3009.0,25054.0,26910.0,27711.750000000044,28933,8375,0,0,0,0,0,0,18.73,19176
2,1,100000,16384,20000,62225,61805,49597,49641.5,51409.5,53309.5,70999.0,72447.75,73297.95000000004,74400,6805,0,0,0,0,0,0,123.22,7885
2,1,100000,16384,30000,1584307,1582970,1576064,1576235.5,1576881.75,1577736.5,1586640.5,1586945.0,1587287.9,1587440,3316,0,0,0,0,0,0,6.51,416
2,1,100000,16384,50000,3388443,3388539,3386638,3386677.55,3386899.25,3387163.5,3390057.5,3390779.5,3391038.8,3391100,1113,0,0,0,0,0,0,3.06,195
2,1,100000,16384,60000,7290380,7367525,7283818,7283878.85,7288459.25,7288665.0,7540663.5,7541075.25,7541394.85,7541470,115970,0,0,0,0,0,0,1.38,88
2,3,100000,1024,-1,16758904,16758724,16757087,16757090.32,16757291.6,16757500.0,16759708.8,16759797.0,16759878.68,16759886,813,0,0,0,0,0,0,0.02,19
2,3,100000,16384,-1,12649694,12649887,12640822,12640965.3,12641676.25,12642492.0,12657645.5,12658660.5,12659514.0,12659715,5471,0,0,0,0,0,0,0.82,52
2,3,100000,262144,-1,12401380,12401140,12372854,12373672.52,12377109.4,12379452.0,12422549.2,12424829.0,12428383.6,12429187,15689,0,0,0,0,0,0,6.67,26
2,3,100000,1024,5000,229212,229747,165714,165725.6,172088.25,178413.0,281335.0,288746.75,292926.35,295022,37375,0,0,0,0,0,0,2.18,2229
2,3,100000,1024,15000,614,610,486,493.65,504.0,515.0,689.5,716.75,760.7,776,62,0,0,0,0,0,0,13.97,14308
2,3,100000,1024,25000,877873,878324,867874,867884.3,867969.75,869903.5,887620.0,887751.5,889593.35,889619,6502,0,0,0,0,0,0,0.73,745
2,3,100000,16384,30000,12465281,12465369,12456170,12456313.1,12456984.0,12457838.0,12473155.5,12474185.5,12475023.8,12475271,5530,0,0,0,0,0,0,0.83,53
