num_repeat,rf,rfsut,rs,mr,ete_latency50,ete_latency_avg,ete_min,ete_1P,ete_5P,ete_10P,ete_90P,ete_95P,ete_99P,ete_max,ete_std,avg_first_step,avg_second_step,avg_third_step,med_first_step,med_second_step,med_third_step,throughput(MiB/s),throughput(ops)
1,1,10000,1024,800,2099,6493,108,184.0,306.0,348.0,18680.200000000004,21101.699999999997,23957.04,32569,7478,237,68,6187,249,67,1791,0,796
1,1,10000,16384,800,16602,37182,355,464.99,502.0,517.0,105493.1,117834.54999999997,134259.36000000002,155099,42588,482,49,36649,468,40,16026,12,800
1,1,10000,262144,800,3753,8774,753,845.33,876.65,889.0,23913.000000000007,26461.35,29923.65000000001,36477,9357,462,189,8121,463,184,3106,76,305
1,1,10000,1024,1000,2516,7403,106,186.66000000000003,282.0,306.60000000000036,20943.0,24310.0,29616.34,38383,8657,223,69,7109,244,68,2204,0,994
1,1,10000,16384,1000,1235,6097,124,199.0,269.0,317.0,17978.8,20822.399999999976,23905.02,26308,7284,227,67,5802,251,66,927,15,993
1,1,10000,262144,1000,947,5926,754,835.33,866.0,883.0,18714.900000000012,21608.8,25710.460000000003,30185,7366,465,195,5265,462,187,280,75,303
1,1,10000,1024,2000,127,4787,89,101.0,105.0,108.0,15256.400000000001,18299.699999999997,23214.440000000002,30734,6526,57,21,4708,55,20,45,1,1984
1,1,10000,16384,2000,2176,5582,99,119.0,122.0,124.0,16022.0,17805.699999999997,19936.06,24174,6433,61,23,5497,57,21,2093,30,1980
1,1,10000,262144,2000,982,6651,761,822.0,854.0,870.0,19751.80000000001,22492.949999999997,25874.83,31511,7768,459,192,6000,462,188,297,76,304
1,1,10000,1024,3000,119,5068,83,96.0,100.0,102.0,15835.800000000003,19967.399999999994,25717.480000000003,46277,7075,51,21,4996,52,19,44,2,2963
1,1,10000,16384,3000,2570,5393,77,120.0,126.0,129.0,14776.199999999999,16521.1,21758.72,47899,6155,59,26,5307,55,25,2481,45,2908
1,1,10000,262144,3000,947,5524,602,718.66,825.0,851.0,16009.0,18293.5,21250.15,25694,6267,452,167,4904,456,162,301,76,307
1,1,100000,1024,5000,1000684,1020758,77828,95420.74,167479.7,257174.7,1799380.6,1900388.45,1986471.52,2009013,562541,387,145,1020225,375,142,1000157,4,4858
1,1,100000,16384,5000,1705005,1711324,985446,1009853.7,1066056.55,1136292.9,2292454.8,2355713.0,2398358.47,2419155,420254,88307,23,1622993,818,20,1704312,52,3337
1,1,100000,262144,5000,1464124,1446403,1342945,1345976.16,1353287.05,1362642.8,1513217.7,1517657.1,1522276.35,1525129,54892,917615,50,528737,937266,49,534414,399,1599
1,1,100000,1024,6000,966204,970182,262765,277426.47,319853.4,389352.4,1563676.6,1645904.8,1718164.52,1734754,427804,4804,117,965259,390,127,965691,5,5364
1,1,100000,16384,6000,265919,283450,417,598.0,864.95,1181.8000000000002,619656.1,673997.15,709153.3200000001,728147,222366,179642,19,103788,26073,17,91376,93,5961
1,1,100000,262144,6000,1525321,1521589,1384086,1393598.51,1402828.5,1412835.1,1617805.0,1640104.0,1668854.71,1672730,75064,949368,49,572171,955273,49,570415,392,1568
1,1,100000,1024,8000,1521038,1532170,1097583,1105430.56,1136631.9,1177672.6,1898596.4,1954283.5,2003615.1,2016765,267132,57913,110,1474147,400,123,1520595,4,4823
1,1,100000,16384,8000,1978708,1986098,1656067,1661102.0,1686623.0,1718187.0,2266491.0,2290288.0,2304023.0,2314074,199239,407824,13,1578260,411850,12,1566823,53,3440
1,1,100000,262144,8000,2842892,2836476,2693086,2696688.67,2706261.85,2729742.6,2917153.8,2922868.9,2928680.91,2932368,65729,908373,52,1928050,907018,48,1935901,245,980
1,1,100000,1024,10000,1861864,1876272,1634044,1638117.33,1655516.95,1667619.6,2112900.8,2143871.4,2169944.94,2179564,160155,138956,86,1737229,624,75,1728971,4,4492
1,1,100000,16384,10000,901674,925952,837006,839537.6,843851.05,850125.6,1038714.2000000001,1053720.1,1061122.56,1071625,67601,688168,13,237770,704867,13,191088,83,5354
1,1,100000,262144,10000,2787036,2789098,2669354,2672524.58,2680282.45,2698898.5,2868898.1,2874649.95,2881317.22,2885173,59448,865994,48,1923055,865106,46,1922353,248,995
1,1,100000,1024,15000,1013000,1004228,932385,942480.78,946471.95,950362.7,1045439.7,1049693.1,1052133.27,1056174,37452,446157,48,558022,450825,33,515949,6,6883
1,1,100000,16384,15000,1194933,1219250,1169308,1174720.39,1180469.95,1183083.9,1311698.0,1313639.15,1316549.28,1318691,46871,997878,14,221357,1008642,14,178139,79,5057
1,1,100000,262144,15000,2840560,2840625,2760942,2763687.17,2769135.2,2775768.2,2917321.7,2925087.1,2932338.08,2936208,49237,830442,50,2010132,829536,48,2010785,246,984
1,1,100000,1024,16000,6208079,6228913,6180463,6181440.39,6182284.95,6183132.8,6303978.4,6317600.15,6332741.44,6336954,46821,5437524,61,791328,5445151,30,757645,1,1894
1,1,100000,1024,17000,1126106,1178382,1083968,1085556.24,1088342.85,1090728.6,1364949.5,1382187.75,1398411.22,1400572,99147,579230,64,599087,586390,35,538970,5,6111
1,1,100000,1024,18000,2430813,2434752,2412366,2414823.56,2417181.95,2419039.8,2452755.9,2465659.25,2470041.27,2472601,13783,551740,48,1882963,558426,29,1870191,4,4156
1,1,100000,16384,18000,1343799,1382936,1309090,1314555.38,1320041.7,1322647.9,1519557.8,1521801.65,1524623.27,1526185,73144,1193269,13,189653,1207740,13,135948,75,4805
1,1,100000,1024,20000,2987775,2997537,2963462,2965544.39,2970004.9,2975604.9,3042484.1,3051699.05,3060442.08,3076428,24304,639310,47,2358178,651701,29,2338112,3,3564
1,1,100000,1024,25000,3046558,3070447,3026742,3028728.95,3030025.95,3030969.8,3155753.3,3171871.15,3185335.83,3188149,45948,746660,47,2323739,749315,31,2297232,3,3585
1,1,100000,1024,28000,1448770,1437733,1257207,1260480.56,1264660.75,1270863.4,1618614.3,1638043.1,1653467.83,1658589,133250,766522,45,671166,772762,29,676041,6,6251
1,1,100000,1024,30000,2822659,2839777,2690299,2693608.95,2695045.95,2696403.6,3022541.3,3042197.15,3059037.83,3064811,123068,819856,45,2019874,828525,27,1995312,3,3803
1,3,10,1024,500,19083,21511,188,387.0,447.0,460.0,48641.3,53042.84999999998,59046.659999999996,72876,18618,336,71,21103,345,68,18690,0,498
1,3,10,16384,500,16804,19988,241,392.0,469.0,487.0,47082.8,51309.0,57471.48,74460,18222,346,71,19570,357,68,16380,7,498
1,3,10,262144,500,1475093,2111532,747,805.3199999999999,846.0,885.3,5472191.100000001,5947744.3,6331693.86,6427945,2155672,409,180,2110941,411,167,1474490,77,310
1,3,10,1024,800,17194,19201,158,284.66,356.0,363.0,42593.200000000004,48240.69999999997,56712.600000000006,65674,16459,239,69,18892,251,68,16878,0,795
1,3,10,16384,800,11120,46888,147,224.0,357.0,395.0,44506.4,155793.2999999987,975583.66,1174650,156509,237,77,46574,257,74,10809,12,794
1,3,10,262144,800,1360202,2030713,775,832.0,882.0,959.6,5382165.700000001,5885454.05,6315878.84,6420311,2126102,449,188,2030075,452,171,1359672,76,305
1,3,10,1024,1000,16200,18125,144,251.0,304.0,366.0,40254.8,45853.89999999998,55019.380000000005,66293,15534,222,70,17832,244,69,15921,0,993
1,3,10,16384,1000,21441,444385,143,209.66,323.0,346.0,2123691.5999999996,2893915.199999999,3520207.98,3672681,929669,210,71,444102,219,69,21155,15,991
1,3,10,262144,1000,1164419,1917681,748,816.33,853.65,885.3,5169199.600000001,5668959.649999999,6074846.8100000005,6178458,2051214,416,187,1917076,413,170,1163845,76,307
1,3,10,1024,2000,903047,1729819,91,104.0,113.0,132.0,4842987.6,5381052.2,5804921.88,5912714,1925718,57,22,1729739,54,20,902964,1,1974
1,3,10,16384,2000,3992903,3999217,568860,635779.31,903861.2,1219589.2,6758610.7,7121125.8,7406638.199999999,7472458,2010894,63,25,3999127,61,22,3992814,28,1852
1,3,10,262144,2000,937608,1815071,803,872.66,909.0,944.0,5066276.700000001,5556340.1,5957388.09,6056574,2012300,466,203,1814401,467,187,936937,75,301
1,3,10,1024,3000,4978817,5222313,2883529,2932532.61,3096435.7,3305788.7,7373964.2,7672268.649999999,7919155.079999999,7982604,1471656,53,22,5222237,53,20,4978738,2,2243
1,3,10,16384,3000,6745253,6723924,4711457,4727290.28,4872084.3,5062734.0,8371863.399999999,8591865.4,8764204.98,8810444,1195818,61,22,6723840,60,21,6745174,25,1613
1,3,10,262144,3000,844803,1748037,801,843.0,875.0,898.0,4923479.100000001,5419639.149999999,5865172.470000001,5973262,1965036,455,181,1747400,455,166,844169,76,305
1,3,10,1024,5000,10845093,10817001,9977876,9995280.37,10063833.7,10155125.7,11454630.8,11514071.3,11554050.04,11572242,464821,375,155,10816470,373,150,10844590,1,1054
1,3,10,16384,5000,11143312,11181228,10608459,10622779.69,10678824.2,10748887.5,11674139.9,11726144.4,11766897.16,11773166,338474,69682,26,11111519,702,20,11142669,12,793
1,3,10,1024,6000,11490913,11499140,11035752,11042094.8,11075246.5,11113636.5,11899996.5,11924001.25,11944573.9,11955643,284326,1355,132,11497652,382,137,11490403,0,1005
1,3,10,16384,6000,11955818,11944154,11545297,11549952.62,11582311.25,11620955.0,12233793.2,12244793.1,12262052.33,12268964,227343,148524,22,11795607,1206,19,11813633,11,756
1,3,10,1024,8000,11869327,11853532,11523437,11538446.46,11570110.9,11597673.9,12074967.2,12086562.1,12103859.66,12112434,166514,59168,117,11794246,400,127,11824302,0,1010
1,3,10,16384,8000,11968832,11969921,11709718,11716444.0,11733265.0,11758175.0,12174865.0,12185552.0,12198077.0,12204558,154109,385827,14,11584079,385046,13,11582389,12,771
1,3,10,1024,10000,12267186,12278968,12209286,12210156.37,12212632.7,12214505.7,12358193.4,12364668.3,12372088.52,12376702,55567,137766,107,12141094,726,83,12213537,0,984
1,3,10,16384,10000,12543389,12538793,12446989,12449703.99,12455447.7,12462891.5,12608100.1,12612739.5,12620184.08,12623441,53667,619084,12,11919696,625709,12,11920878,11,743
1,3,10,1024,15000,12863775,12875236,12682554,12721102.46,12753424.15,12794469.6,12969771.7,12993292.95,13010288.13,13012608,66396,398273,52,12476909,406215,30,12461599,0,959
1,3,10,16384,15000,13386959,13380353,13174123,13211265.72,13252511.3,13284060.2,13460558.9,13474230.65,13482554.18,13489383,66260,900459,13,12479880,911873,12,12477455,11,706
1,3,10,1024,18000,13155261,13150958,12915186,12944714.56,12975389.8,13017593.5,13266101.6,13286139.5,13291622.1,13294169,103188,511885,48,12639024,518351,31,12636910,0,950
1,3,10,16384,18000,13053259,13065347,12742105,12751761.0,12803440.0,12884372.0,13220435.0,13223129.0,13226852.0,13242934,126957,1077064,13,11988268,1086684,12,11967426,11,724
1,3,10000,1024,500,2204,7488,196,353.0,396.0,424.0,21604.4,24294.399999999994,27945.460000000003,36883,8650,324,73,7091,340,70,1808,0,498
1,3,10000,16384,500,3960,8787,152,389.0,424.30000000000007,473.0,24546.8,27118.099999999984,29782.120000000003,38629,9668,345,71,8369,358,68,3539,7,498
1,3,10000,262144,500,899105,1764258,790,829.0,856.0,872.0,4948208.600000001,5460802.6,5875632.41,5982769,1974839,453,186,1763619,453,168,898489,76,305
1,3,10000,1024,800,1507,6769,126,185.0,312.0,352.0,19813.4,22340.399999999994,27372.02,36459,8069,234,67,6468,246,66,1210,0,796
1,3,10000,16384,800,427,33766,143,220.0,333.0,375.0,22150.199999999997,47788.999999998676,878284.3800000001,1078563,138773,240,74,33452,252,69,95,12,795
1,3,10000,262144,800,1095887,1867813,727,818.0,860.0,890.0,5122755.500000001,5627456.8,6054910.100000001,6163769,2039080,440,193,1867179,447,170,1095275,76,305
1,3,10000,1024,1000,3380,7524,113,188.0,277.0,296.0,20565.000000000007,23810.699999999997,29796.600000000006,36593,8518,216,66,7241,240,66,3085,0,994
1,3,10000,16384,1000,10199,423194,140,207.0,314.30000000000007,339.0,2053908.3999999997,2821744.999999999,3444064.3800000004,3592238,908347,218,75,422899,243,75,9895,15,990
1,3,10000,262144,1000,800183,1697834,779,834.33,867.0,888.0,4818011.700000001,5332905.899999999,5759724.96,5868474,1927176,450,183,1697201,452,167,799549,76,305
1,3,10000,1024,2000,79510,1274562,105,115.0,121.0,125.0,4118014.6000000006,4674532.8999999985,5134618.0200000005,5246326,1659118,58,26,1274476,57,24,79416,1,1984
1,3,10000,16384,2000,3531629,3539405,140700,207395.67,457464.10000000003,788153.1,6337858.7,6698702.15,6998084.46,7063821,2003756,65,30,3539309,59,26,3531545,30,1927
1,3,10000,262144,2000,514042,1570580,798,870.0,898.0,911.0,4609149.500000001,5097726.2,5522564.09,5628066,1854226,463,205,1569911,465,193,513364,75,301
1,3,10000,1024,3000,4408340,4533742,1927089,1975806.76,2136525.0,2359060.4,6909090.0,7250677.699999999,7520145.56,7587542,1647109,52,23,4533666,52,19,4408270,2,2433
1,3,10000,16384,3000,6228575,6253320,4249598,4288815.7,4436004.3,4635920.2,7925012.2,8152252.1,8327275.98,8376525,1177968,60,24,6253235,60,22,6228495,26,1688
1,3,10000,262144,3000,884950,1771287,717,842.0,881.65,902.0,4979727.9,5482961.1,5924263.32,6027537,1986743,461,204,1770621,463,189,884300,75,301
1,3,100000,1024,5000,10834200,10853373,10054459,10069493.74,10126689.7,10201398.7,11541432.4,11644077.3,11729877.83,11751030,484712,367,148,10852857,360,145,10833729,1,1048
1,3,100000,16384,5000,10902407,10892047,10266871,10273017.92,10295211.3,10349786.1,11426314.1,11506001.1,11560384.2,11585640,387797,71929,27,10820090,744,22,10901959,12,815
1,3,100000,262144,5000,12613901,12594468,12502619,12505342.27,12524632.85,12529872.9,12625382.6,12627548.85,12629764.74,12631490,35888,817538,50,11776880,839492,48,11781647,63,252
1,3,100000,1024,6000,11056200,11023378,10434196,10447610.39,10487057.8,10546494.9,11439895.3,11526745.2,11597452.44,11616421,332391,1143,147,11022087,383,140,11055697,1,1053
1,3,100000,16384,6000,11184988,11184196,10658746,10669799.44,10702556.4,10756581.0,11633140.0,11675009.9,11712871.46,11735218,312745,168749,21,11015424,2214,19,11092117,12,810
1,3,100000,262144,6000,12977006,12970385,12823042,12825978.96,12853394.05,12857866.8,13084350.1,13101313.25,13107395.47,13111054,85474,862473,49,12107861,856678,47,12121259,61,245
1,3,100000,1024,8000,11683560,11685953,11309470,11317300.43,11348437.3,11388205.3,12012475.7,12064573.4,12114826.68,12124945,221922,58907,134,11626910,392,138,11682997,1,1027
1,3,100000,16384,8000,11668442,11665887,11339368,11346375.54,11368771.85,11402059.2,11951650.6,11973962.6,11998369.31,12015025,195546,332310,17,11333560,322460,15,11344586,12,793
1,3,100000,262144,8000,12928092,12939758,12752765,12768708.87,12775754.6,12795966.5,13095357.8,13103763.45,13111726.74,13115761,120003,879381,52,12060323,879686,48,12048419,61,245
1,3,100000,1024,10000,11460782,11488461,11239930,11244406.47,11258114.35,11269532.0,11757528.2,11785182.45,11821830.23,11831761,175113,146976,107,11341376,2108,87,11332438,1,1060
1,3,100000,16384,10000,11927723,11949977,11863388,11865447.0,11872304.0,11879392.0,12057899.0,12078938.0,12092084.0,12104877,65289,605904,13,11344059,613594,12,11301174,12,775
1,3,100000,262144,10000,12652923,12649468,12507345,12510076.52,12532323.45,12540119.8,12761108.2,12767279.5,12781026.82,12784795,78809,868078,53,11781336,864888,49,11788676,62,251
1,3,100000,1024,15000,12507438,12500200,12438349,12440674.08,12446036.8,12451017.8,12536997.0,12541468.2,12548641.28,12550301,34417,339617,53,12160529,342557,33,12103477,0,992
1,3,100000,16384,15000,12360308,12368578,12326982,12329249.83,12332795.4,12337133.9,12412120.1,12419739.3,12426454.3,12433833,28298,888725,13,11479839,897785,12,11454026,12,768
1,3,100000,262144,15000,12655159,12653049,12501727,12506149.92,12525928.55,12531107.1,12767218.4,12780996.0,12788637.21,12792646,84049,865769,52,11787226,866610,50,11788756,62,251
1,3,100000,1024,16000,16305178,16321776,16264582,16265872.78,16268306.9,16272257.9,16400927.2,16418773.15,16433662.05,16437516,47602,15418302,46,903426,15420872,28,885875,0,779
1,3,100000,1024,17000,12521051,12550401,12478145,12481676.56,12489167.9,12492939.7,12653142.2,12680557.05,12706281.22,12708502,63997,533970,46,12016384,540617,32,11964411,0,988
1,3,100000,1024,18000,12575545,12601067,12545747,12548314.78,12551921.85,12554229.0,12712358.1,12766681.1,12795552.61,12798540,61862,576349,48,12024669,581684,29,11982181,0,985
1,3,100000,16384,18000,12340054,12342292,12277187,12281077.0,12285710.0,12287520.0,12398952.0,12400749.0,12403182.0,12405048,42511,1037243,12,11305036,1043420,12,11293256,12,771
1,3,100000,1024,20000,12341274,12347657,12307204,12309182.17,12313893.0,12318424.8,12393282.3,12424392.1,12432370.61,12435817,31881,559823,51,11787782,568274,29,11753705,0,1018
1,3,100000,1024,25000,12843347,12902366,12782424,12783514.34,12785539.85,12787445.7,13066356.3,13082720.1,13108361.83,13111237,111546,746632,49,12155685,751502,30,12090999,0,977
1,3,100000,1024,28000,12888780,12918638,12766945,12768835.73,12791111.95,12792620.9,13099448.3,13138462.15,13155855.83,13160360,111772,766139,48,12152450,774299,31,12115745,0,978
1,3,100000,1024,30000,12952059,12998711,12784770,12786450.34,12788572.95,12810082.6,13246161.3,13313879.15,13332388.88,13358087,166674,854105,47,12144558,861955,31,12090038,0,966
2,1,10,1024,500,19158,21540,182,382.0,453.0,463.0,48493.4,53432.499999999985,59748.34,65910,18634,344,72,21123,352,70,18731,0,498
2,1,10,16384,500,18839,21593,214,386.0,441.0,475.0,49546.4,53841.0,60445.7,68383,19054,343,72,21176,358,69,18435,7,498
2,1,10,262144,500,12230,15666,761,820.33,859.0,873.0,37573.60000000001,41708.39999999999,47668.21000000001,54817,14660,450,168,15046,453,163,11634,77,308
2,1,10,1024,800,17719,19782,129,282.0,357.3000000000002,367.0,43841.8,49927.89999999998,58527.42,67688,16955,247,69,19464,256,68,17404,0,796
2,1,10,16384,800,17507,19974,154,303.0,378.0,386.0,45800.4,50088.099999999984,56203.7,65289,17641,252,73,19649,260,71,17176,12,795
2,1,10,262144,800,20830,23136,810,859.33,889.0,906.0,51374.90000000001,55724.049999999996,61365.380000000005,67229,19361,459,187,22489,461,182,20196,75,303
2,1,10,1024,1000,14251,16152,115,193.0,291.0,347.60000000000036,36478.00000000001,40622.399999999994,47353.32000000001,59759,14101,216,69,15866,242,68,13968,0,995
2,1,10,16384,1000,15010,17392,155,210.0,313.0,378.60000000000014,40462.799999999996,43795.7,47839.04,55128,15507,234,69,17088,257,69,14721,15,991
2,1,10,262144,1000,15610,18786,782,848.0,887.0,903.3,43986.100000000006,48663.4,54331.36000000001,60640,16915,456,172,18157,458,170,14957,76,305
2,1,10,1024,2000,5906,9310,92,101.0,104.0,107.0,20343.200000000004,23160.199999999924,83501.16,110020,13325,56,21,9233,54,20,5832,1,1974
2,1,10,16384,2000,68460,74506,115,126.0,134.0,145.9000000000001,160816.4,178034.84999999998,216677.87000000005,243753,61688,69,30,74407,64,22,68328,30,1946
2,1,10,262144,2000,20652,23115,752,863.33,899.0,916.0,51581.4,56174.25,60805.11,66171,19422,456,187,22471,460,182,20001,76,304
2,1,10,1024,3000,9894,22904,86,101.0,107.0,111.0,41821.60000000001,143760.1999999997,224092.26,256795,44782,49,24,22830,49,24,9818,2,2976
2,1,10,16384,3000,9840,20594,99,115.0,122.0,125.0,66896.4,111436.7,135009.72,147809,32205,58,22,20514,59,20,9756,46,2957
2,1,10,262144,3000,8265,13169,684,829.33,863.0,879.0,32425.800000000017,41812.799999999996,54283.16,62354,14036,460,183,12525,461,179,7628,75,303
2,1,10,1024,5000,596246,637598,488,595.37,650.0,681.0,1386024.3,1474878.3,1549765.52,1571901,511720,371,140,637086,376,137,595769,4,5001
2,1,10,16384,5000,15257,122943,211,443.98,585.0,741.0,432660.5,497996.25,540972.4,564997,172185,75898,25,47020,795,20,14449,78,5000
2,1,10,1024,6000,47241,116555,606,641.0,664.0,687.0,385688.0,447367.39999999997,510563.37,530349,150020,8229,117,108208,382,129,46537,5,5995
2,1,10,16384,6000,252288,285318,471,597.0,1002.95,1448.8000000000002,654278.9,703008.75,741180.07,757847,247260,166192,19,119106,4392,17,125117,92,5950
2,1,10,1024,8000,535653,573888,465534,473425.24,486273.30000000005,493340.8,736825.4,784020.5,828926.1399999997,838727,93775,51012,112,522763,389,122,520944,5,6126
2,1,10,16384,8000,609646,632205,461418,468706.47,476542.65,477360.9,846640.3,875421.4,897754.16,906583,140824,391951,14,240239,390388,13,217660,91,5840
2,1,10,1024,10000,1933661,1950693,1702658,1707051.66,1724345.55,1735819.1,2198779.8,2227997.4,2261925.69,2269087,165820,123465,96,1827131,617,84,1814105,4,4391
2,1,10,16384,10000,909540,918538,781556,786146.92,794658.9,803981.9,1052064.1,1069608.2,1081596.09,1089181,90436,675217,13,243307,678329,12,229160,87,5588
2,1,10,1024,15000,1060251,1065399,1025855,1038272.33,1041557.65,1044337.2,1092618.7,1095343.9499999997,1109038.01,1111083,18835,368156,47,697195,371616,32,686421,6,6670
2,1,10,16384,15000,1372787,1393335,1253468,1263564.61,1271472.65,1277811.6,1560311.1,1602932.0999999999,1608861.03,1610279,101536,973552,13,419768,978482,11,394604,68,4400
2,1,10,1024,18000,1297372,1263788,1164258,1167449.56,1171174.35,1174243.7,1334547.0,1354710.5999999999,1360941.6400000001,1364199,63925,532846,47,730894,538477,32,765389,6,6340
2,1,10,16384,18000,1362190,1376781,1285442,1293782.9,1297284.85,1303771.2,1475452.1,1492909.3,1510057.05,1512632,62560,1119615,13,257152,1126975,12,240150,75,4840
2,1,10000,1024,500,3094,7770,233,306.0,350.0,359.0,21962.4,24411.699999999997,27252.38,31059,8716,296,69,7404,325,66,2730,0,498
2,1,10000,16384,500,2791,8304,210,370.0,395.0,438.0,23817.4,26521.399999999998,29778.100000000002,37315,9482,339,76,7888,360,73,2374,7,498
2,1,10000,262144,500,917,4824,737,790.0,820.0,835.0,16154.300000000003,18773.849999999995,21157.210000000006,26254,6240,438,173,4212,447,164,285,77,309
2,1,10000,1024,800,393,5672,122,193.0,308.0,335.0,17790.20000000001,20771.299999999974,24522.06,35014,7290,235,72,5364,248,72,67,0,795
2,1,10000,16384,800,3453,8283,184,212.66,366.0,383.0,23353.799999999996,25953.99999999999,29460.660000000007,36492,9319,251,74,7956,261,73,3120,12,794
2,1,10000,262144,800,912,4523,694,787.33,822.0,844.0,15211.500000000015,17837.949999999997,21101.02,25759,5933,449,171,3901,456,162,282,76,307
2,1,10000,1024,1000,400,5618,117,182.0,279.0,294.0,17060.800000000003,19500.399999999994,24378.100000000002,34667,7017,225,70,5322,248,68,68,0,994
2,1,10000,16384,1000,1739,6985,123,206.66,291.0,324.0,20561.8,23813.699999999997,27283.68,32364,8312,229,67,6687,249,66,1434,15,994
2,1,10000,262144,1000,2550,8258,715,776.33,814.65,830.0,23156.5,25793.199999999997,29166.860000000004,32828,9090,412,173,7672,415,168,1907,77,310
2,1,10000,1024,2000,3688,8906,92,102.0,106.0,109.0,19534.4,28902.599999999977,78023.86,99772,14338,58,22,8825,56,20,3603,1,1973
2,1,10000,16384,2000,140,3746,110,121.0,124.0,126.0,13870.4,16218.699999999999,18738.34,23864,5651,66,25,3654,62,21,51,30,1983
2,1,10000,262144,2000,938,5499,754,823.33,858.0,875.0,17641.600000000006,20397.799999999996,24215.900000000005,29063,6935,458,195,4846,461,187,276,76,304
2,1,10000,1024,3000,115,4066,75,95.0,100.0,102.0,13742.200000000004,17679.699999999997,22874.100000000002,38904,6147,52,20,3993,52,19,41,2,2964
2,1,10000,16384,3000,137,3164,97,114.0,120.0,123.0,10793.199999999999,12339.0,13957.68,17990,4358,55,25,3083,56,22,55,46,2956
2,1,10000,262144,3000,956,6032,778,829.33,861.0,877.0,18694.5,21608.45,25438.870000000003,29917,7392,456,192,5384,459,187,287,76,304
2,1,100000,1024,5000,559434,603231,547,606.0,656.0,690.0,1334797.4,1445890.7,1533690.1300000001,1556340,502347,374,142,602714,375,138,558916,4,4999
2,1,100000,16384,5000,2489,99947,250,450.99,561.0,637.0,385059.7,454902.6,502457.4,523093,156120,71921,24,28001,785,20,1035,77,4988
2,1,100000,262144,5000,2820499,2812257,2750940,2753730.31,2759596.0,2767559.5,2830148.8,2832200.25,2835256.77,2837687,22176,882609,51,1929597,901465,49,1929345,244,979
2,1,100000,1024,6000,885,48459,580,625.0,662.0,679.0,210540.80000000057,278095.1,344382.35,358600,91468,8067,126,40266,387,134,273,5,6000
2,1,100000,16384,6000,1614293,1624369,1086191,1096530.92,1137497.9,1188130.4,2073500.8,2117668.0,2146214.63,2161836,320881,138979,19,1485370,1416,18,1570848,56,3632
2,1,100000,262144,6000,2769027,2762472,2644210,2652849.6,2670786.15,2696717.3,2830358.9,2839317.7,2856170.55,2859948,52785,823153,48,1939270,824149,47,1945263,248,995
2,1,100000,1024,8000,1999355,2002715,1574432,1581566.66,1611039.3,1644580.6,2373665.100000001,2428668.4,2477944.69,2490185,263073,60819,104,1941791,397,119,1998927,4,4116
2,1,100000,16384,8000,2442159,2444875,2114167,2119367.87,2138082.7,2167235.2,2734354.2,2770592.05,2789918.73,2807880,203310,431790,13,2013071,432743,12,2009135,46,2969
2,1,100000,262144,8000,2827748,2825640,2701458,2704607.53,2711432.65,2720487.7,2902850.6,2909276.1,2916663.1,2920895,61966,830831,49,1994760,829833,48,1997548,247,989
2,1,100000,1024,10000,548821,511316,300570,304229.88,312929.25,336071.8,668847.7,706375.7,738305.01,744154,119344,123236,93,387986,680,85,380503,7,8163
2,1,100000,16384,10000,859597,865021,730392,732869.95,739644.25,746759.4,1000848.0,1019562.0499999999,1028645.58,1039866,92991,642196,13,222811,647241,12,210812,88,5670
2,1,100000,262144,10000,1420777,1418270,1262024,1264840.12,1272318.75,1303262.7,1547147.2,1555830.9,1564284.69,1568447,88631,899197,50,519022,898353,50,522687,411,1645
2,1,100000,1024,15000,1019859,1010368,951399,953743.17,959790.8,966059.7,1039024.2,1046891.2,1053905.22,1056884,27808,427346,48,582973,433550,31,620176,6,6905
2,1,100000,16384,15000,2606832,2618907,2572104,2574202.89,2578525.9,2581355.2,2674295.0,2697490.6,2712125.71,2716514,35304,1000940,13,1617953,1003925,12,1603455,46,2957
2,1,100000,262144,15000,1420832,1397856,1236188,1239387.57,1246688.05,1272177.2,1501774.1,1510129.05,1517535.05,1521685,83236,862567,49,535239,859921,48,561198,420,1682
2,1,100000,1024,16000,2950386,2970108,2911595,2917947.25,2925638.0,2927821.8,3053564.4,3057257.25,3060313.83,3062024,43432,488050,45,2482011,493491,29,2456741,3,3502
2,1,100000,1024,17000,2581065,2582624,2534725,2541059.02,2546554.8,2550092.9,2622014.5,2630744.4,2655829.44,2658006,27289,469017,49,2113557,473050,36,2076388,3,3875
2,1,100000,1024,18000,1174427,1166365,1103040,1105647.56,1110678.95,1116286.0,1201662.1,1206256.45,1223703.54,1227071,29006,594154,45,572164,599399,29,563113,6,6791
2,1,100000,16384,18000,1345606,1393621,1294111,1297371.59,1304558.75,1307716.7,1518771.7,1520408.05,1523082.03,1525110,85263,1137044,12,256564,1142349,12,201615,75,4813
2,1,100000,1024,20000,1325115,1286650,1182644,1184363.95,1186373.95,1187848.9,1378959.3,1388972.05,1397669.61,1411471,75510,698422,56,588171,704486,40,627728,6,6424
2,1,100000,1024,25000,1293177,1287282,1137714,1140554.34,1143003.75,1155760.4,1393956.7,1419194.05,1432589.83,1436398,80838,718041,50,569190,723332,34,570300,6,6772
2,1,100000,1024,28000,1326753,1339791,1168560,1171532.95,1175268.75,1195987.4,1468823.2000000002,1506069.15,1577700.83,1582168,94858,804165,45,535580,809811,31,518649,6,6488
